country,year,sex,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,population,age,suicides_no
Antigua and Barbuda,1986,female,0,Antigua and Barbuda1986,,"29,04,40,148",4740,Boomers,6209,25-34 years,0
Antigua and Barbuda,1986,female,0,Antigua and Barbuda1986,,"29,04,40,148",4740,Silent,6101,35-54 years,0
Antigua and Barbuda,1986,female,0,Antigua and Barbuda1986,,"29,04,40,148",4740,Generation X,6907,5-14 years,0
Antigua and Barbuda,1986,female,0,Antigua and Barbuda1986,,"29,04,40,148",4740,G.I. Generation,3764,55-74 years,0
Antigua and Barbuda,1986,female,0,Antigua and Barbuda1986,,"29,04,40,148",4740,G.I. Generation,1014,75+ years,0
Antigua and Barbuda,1986,male,0,Antigua and Barbuda1986,,"29,04,40,148",4740,Generation X,7563,15-24 years,0
Antigua and Barbuda,1986,male,0,Antigua and Barbuda1986,,"29,04,40,148",4740,Boomers,6023,25-34 years,0
Antigua and Barbuda,1986,male,0,Antigua and Barbuda1986,,"29,04,40,148",4740,Silent,5947,35-54 years,0
Antigua and Barbuda,1986,male,0,Antigua and Barbuda1986,,"29,04,40,148",4740,Generation X,6827,5-14 years,0
Antigua and Barbuda,1986,male,0,Antigua and Barbuda1986,,"29,04,40,148",4740,G.I. Generation,2771,55-74 years,0
Antigua and Barbuda,1986,male,0,Antigua and Barbuda1986,,"29,04,40,148",4740,G.I. Generation,476,75+ years,0
Antigua and Barbuda,1987,female,0,Antigua and Barbuda1987,,"33,71,74,852",5595,Generation X,7583,15-24 years,0
Antigua and Barbuda,1987,female,0,Antigua and Barbuda1987,,"33,71,74,852",5595,Boomers,6101,25-34 years,0
Antigua and Barbuda,1987,female,0,Antigua and Barbuda1987,,"33,71,74,852",5595,Silent,6059,35-54 years,0
Antigua and Barbuda,1987,female,0,Antigua and Barbuda1987,,"33,71,74,852",5595,Generation X,6623,5-14 years,0
Antigua and Barbuda,1987,female,0,Antigua and Barbuda1987,,"33,71,74,852",5595,G.I. Generation,3738,55-74 years,0
Antigua and Barbuda,1987,female,0,Antigua and Barbuda1987,,"33,71,74,852",5595,G.I. Generation,1081,75+ years,0
Antigua and Barbuda,1987,male,0,Antigua and Barbuda1987,,"33,71,74,852",5595,Generation X,7421,15-24 years,0
Antigua and Barbuda,1987,male,0,Antigua and Barbuda1987,,"33,71,74,852",5595,Boomers,5893,25-34 years,0
Antigua and Barbuda,1987,male,0,Antigua and Barbuda1987,,"33,71,74,852",5595,Silent,5927,35-54 years,0
Antigua and Barbuda,1987,male,0,Antigua and Barbuda1987,,"33,71,74,852",5595,Generation X,6499,5-14 years,0
Antigua and Barbuda,1987,male,0,Antigua and Barbuda1987,,"33,71,74,852",5595,G.I. Generation,2798,55-74 years,0
Antigua and Barbuda,1987,male,0,Antigua and Barbuda1987,,"33,71,74,852",5595,G.I. Generation,538,75+ years,0
Antigua and Barbuda,1988,female,0,Antigua and Barbuda1988,,"39,86,37,741",6693,Generation X,7413,15-24 years,0
Antigua and Barbuda,1988,female,0,Antigua and Barbuda1988,,"39,86,37,741",6693,Boomers,6041,25-34 years,0
Antigua and Barbuda,1988,female,0,Antigua and Barbuda1988,,"39,86,37,741",6693,Silent,6021,35-54 years,0
Antigua and Barbuda,1988,female,0,Antigua and Barbuda1988,,"39,86,37,741",6693,Generation X,6527,5-14 years,0
Antigua and Barbuda,1988,female,0,Antigua and Barbuda1988,,"39,86,37,741",6693,G.I. Generation,3708,55-74 years,0
Antigua and Barbuda,1988,female,0,Antigua and Barbuda1988,,"39,86,37,741",6693,G.I. Generation,1141,75+ years,0
Antigua and Barbuda,1988,male,0,Antigua and Barbuda1988,,"39,86,37,741",6693,Generation X,7209,15-24 years,0
Antigua and Barbuda,1988,male,0,Antigua and Barbuda1988,,"39,86,37,741",6693,Boomers,5826,25-34 years,0
Antigua and Barbuda,1988,male,0,Antigua and Barbuda1988,,"39,86,37,741",6693,Silent,5907,35-54 years,0
Antigua and Barbuda,1988,male,0,Antigua and Barbuda1988,,"39,86,37,741",6693,Generation X,6355,5-14 years,0
Antigua and Barbuda,1988,male,0,Antigua and Barbuda1988,,"39,86,37,741",6693,G.I. Generation,2813,55-74 years,0
Antigua and Barbuda,1988,male,0,Antigua and Barbuda1988,,"39,86,37,741",6693,G.I. Generation,603,75+ years,0
Antigua and Barbuda,1989,female,0,Antigua and Barbuda1989,,"43,87,94,778",7407,Generation X,7152,15-24 years,0
Antigua and Barbuda,1989,female,0,Antigua and Barbuda1989,,"43,87,94,778",7407,Boomers,6059,25-34 years,0
Antigua and Barbuda,1989,female,0,Antigua and Barbuda1989,,"43,87,94,778",7407,Silent,5969,35-54 years,0
Antigua and Barbuda,1989,female,0,Antigua and Barbuda1989,,"43,87,94,778",7407,Generation X,6621,5-14 years,0
Antigua and Barbuda,1989,female,0,Antigua and Barbuda1989,,"43,87,94,778",7407,G.I. Generation,3696,55-74 years,0
Antigua and Barbuda,1989,female,0,Antigua and Barbuda1989,,"43,87,94,778",7407,G.I. Generation,1195,75+ years,0
Antigua and Barbuda,1989,male,0,Antigua and Barbuda1989,,"43,87,94,778",7407,Generation X,6927,15-24 years,0
Antigua and Barbuda,1989,male,0,Antigua and Barbuda1989,,"43,87,94,778",7407,Boomers,5835,25-34 years,0
Antigua and Barbuda,1989,male,0,Antigua and Barbuda1989,,"43,87,94,778",7407,Silent,5862,35-54 years,0
Antigua and Barbuda,1989,male,0,Antigua and Barbuda1989,,"43,87,94,778",7407,Generation X,6403,5-14 years,0
Antigua and Barbuda,1989,male,0,Antigua and Barbuda1989,,"43,87,94,778",7407,G.I. Generation,2843,55-74 years,0
Antigua and Barbuda,1989,male,0,Antigua and Barbuda1989,,"43,87,94,778",7407,G.I. Generation,676,75+ years,0
Antigua and Barbuda,1990,male,17.24,Antigua and Barbuda1990,,"45,94,69,074",7744,Silent,5799,35-54 years,1
Antigua and Barbuda,1990,female,0,Antigua and Barbuda1990,,"45,94,69,074",7744,Generation X,6827,15-24 years,0
Antigua and Barbuda,1990,female,0,Antigua and Barbuda1990,,"45,94,69,074",7744,Boomers,6172,25-34 years,0
Antigua and Barbuda,1990,female,0,Antigua and Barbuda1990,,"45,94,69,074",7744,Silent,5895,35-54 years,0
Antigua and Barbuda,1990,female,0,Antigua and Barbuda1990,,"45,94,69,074",7744,Generation X,6877,5-14 years,0
Antigua and Barbuda,1990,female,0,Antigua and Barbuda1990,,"45,94,69,074",7744,G.I. Generation,3706,55-74 years,0
Antigua and Barbuda,1990,female,0,Antigua and Barbuda1990,,"45,94,69,074",7744,G.I. Generation,1252,75+ years,0
Antigua and Barbuda,1990,male,0,Antigua and Barbuda1990,,"45,94,69,074",7744,Generation X,6598,15-24 years,0
Antigua and Barbuda,1990,male,0,Antigua and Barbuda1990,,"45,94,69,074",7744,Boomers,5937,25-34 years,0
Antigua and Barbuda,1990,male,0,Antigua and Barbuda1990,,"45,94,69,074",7744,Generation X,6611,5-14 years,0
Antigua and Barbuda,1990,male,0,Antigua and Barbuda1990,,"45,94,69,074",7744,G.I. Generation,2902,55-74 years,0
Antigua and Barbuda,1990,male,0,Antigua and Barbuda1990,,"45,94,69,074",7744,G.I. Generation,758,75+ years,0
Antigua and Barbuda,1991,female,0,Antigua and Barbuda1991,,"48,17,06,333",7976,Generation X,6595,15-24 years,0
Antigua and Barbuda,1991,female,0,Antigua and Barbuda1991,,"48,17,06,333",7976,Boomers,6396,25-34 years,0
Antigua and Barbuda,1991,female,0,Antigua and Barbuda1991,,"48,17,06,333",7976,Boomers,6198,35-54 years,0
Antigua and Barbuda,1991,female,0,Antigua and Barbuda1991,,"48,17,06,333",7976,Millenials,7089,5-14 years,0
Antigua and Barbuda,1991,female,0,Antigua and Barbuda1991,,"48,17,06,333",7976,Silent,3665,55-74 years,0
Antigua and Barbuda,1991,female,0,Antigua and Barbuda1991,,"48,17,06,333",7976,G.I. Generation,1293,75+ years,0
Antigua and Barbuda,1991,male,0,Antigua and Barbuda1991,,"48,17,06,333",7976,Generation X,6401,15-24 years,0
Antigua and Barbuda,1991,male,0,Antigua and Barbuda1991,,"48,17,06,333",7976,Boomers,6156,25-34 years,0
Antigua and Barbuda,1991,male,0,Antigua and Barbuda1991,,"48,17,06,333",7976,Boomers,6122,35-54 years,0
Antigua and Barbuda,1991,male,0,Antigua and Barbuda1991,,"48,17,06,333",7976,Millenials,6818,5-14 years,0
Antigua and Barbuda,1991,male,0,Antigua and Barbuda1991,,"48,17,06,333",7976,Silent,2857,55-74 years,0
Antigua and Barbuda,1991,male,0,Antigua and Barbuda1991,,"48,17,06,333",7976,G.I. Generation,804,75+ years,0
Antigua and Barbuda,1992,female,0,Antigua and Barbuda1992,,"49,92,81,148",8087,Generation X,6369,15-24 years,0
Antigua and Barbuda,1992,female,0,Antigua and Barbuda1992,,"49,92,81,148",8087,Boomers,6650,25-34 years,0
Antigua and Barbuda,1992,female,0,Antigua and Barbuda1992,,"49,92,81,148",8087,Boomers,6534,35-54 years,0
Antigua and Barbuda,1992,female,0,Antigua and Barbuda1992,,"49,92,81,148",8087,Millenials,7311,5-14 years,0
Antigua and Barbuda,1992,female,0,Antigua and Barbuda1992,,"49,92,81,148",8087,Silent,3648,55-74 years,0
Antigua and Barbuda,1992,female,0,Antigua and Barbuda1992,,"49,92,81,148",8087,G.I. Generation,1339,75+ years,0
Antigua and Barbuda,1992,male,0,Antigua and Barbuda1992,,"49,92,81,148",8087,Generation X,6221,15-24 years,0
Antigua and Barbuda,1992,male,0,Antigua and Barbuda1992,,"49,92,81,148",8087,Boomers,6409,25-34 years,0
Antigua and Barbuda,1992,male,0,Antigua and Barbuda1992,,"49,92,81,148",8087,Boomers,6497,35-54 years,0
Antigua and Barbuda,1992,male,0,Antigua and Barbuda1992,,"49,92,81,148",8087,Millenials,7059,5-14 years,0
Antigua and Barbuda,1992,male,0,Antigua and Barbuda1992,,"49,92,81,148",8087,Silent,2851,55-74 years,0
Antigua and Barbuda,1992,male,0,Antigua and Barbuda1992,,"49,92,81,148",8087,G.I. Generation,853,75+ years,0
Antigua and Barbuda,1993,male,15,Antigua and Barbuda1993,,"53,51,72,778",8453,Boomers,6668,25-34 years,1
Antigua and Barbuda,1993,female,0,Antigua and Barbuda1993,,"53,51,72,778",8453,Generation X,6182,15-24 years,0
Antigua and Barbuda,1993,female,0,Antigua and Barbuda1993,,"53,51,72,778",8453,Boomers,6914,25-34 years,0
Antigua and Barbuda,1993,female,0,Antigua and Barbuda1993,,"53,51,72,778",8453,Boomers,6917,35-54 years,0
Antigua and Barbuda,1993,female,0,Antigua and Barbuda1993,,"53,51,72,778",8453,Millenials,7529,5-14 years,0
Antigua and Barbuda,1993,female,0,Antigua and Barbuda1993,,"53,51,72,778",8453,Silent,3662,55-74 years,0
Antigua and Barbuda,1993,female,0,Antigua and Barbuda1993,,"53,51,72,778",8453,G.I. Generation,1386,75+ years,0
Antigua and Barbuda,1993,male,0,Antigua and Barbuda1993,,"53,51,72,778",8453,Generation X,6069,15-24 years,0
Antigua and Barbuda,1993,male,0,Antigua and Barbuda1993,,"53,51,72,778",8453,Boomers,6915,35-54 years,0
Antigua and Barbuda,1993,male,0,Antigua and Barbuda1993,,"53,51,72,778",8453,Millenials,7298,5-14 years,0
Antigua and Barbuda,1993,male,0,Antigua and Barbuda1993,,"53,51,72,778",8453,Silent,2879,55-74 years,0
Antigua and Barbuda,1993,male,0,Antigua and Barbuda1993,,"53,51,72,778",8453,G.I. Generation,896,75+ years,0
Antigua and Barbuda,1994,female,0,Antigua and Barbuda1994,,"58,94,29,593",9062,Generation X,6083,15-24 years,0
Antigua and Barbuda,1994,female,0,Antigua and Barbuda1994,,"58,94,29,593",9062,Boomers,7151,25-34 years,0
Antigua and Barbuda,1994,female,0,Antigua and Barbuda1994,,"58,94,29,593",9062,Boomers,7357,35-54 years,0
Antigua and Barbuda,1994,female,0,Antigua and Barbuda1994,,"58,94,29,593",9062,Millenials,7722,5-14 years,0
Antigua and Barbuda,1994,female,0,Antigua and Barbuda1994,,"58,94,29,593",9062,Silent,3715,55-74 years,0
Antigua and Barbuda,1994,female,0,Antigua and Barbuda1994,,"58,94,29,593",9062,G.I. Generation,1437,75+ years,0
Antigua and Barbuda,1994,male,0,Antigua and Barbuda1994,,"58,94,29,593",9062,Generation X,5976,15-24 years,0
Antigua and Barbuda,1994,male,0,Antigua and Barbuda1994,,"58,94,29,593",9062,Boomers,6886,25-34 years,0
Antigua and Barbuda,1994,male,0,Antigua and Barbuda1994,,"58,94,29,593",9062,Boomers,7359,35-54 years,0
Antigua and Barbuda,1994,male,0,Antigua and Barbuda1994,,"58,94,29,593",9062,Millenials,7494,5-14 years,0
Antigua and Barbuda,1994,male,0,Antigua and Barbuda1994,,"58,94,29,593",9062,Silent,2935,55-74 years,0
Antigua and Barbuda,1994,male,0,Antigua and Barbuda1994,,"58,94,29,593",9062,G.I. Generation,929,75+ years,0
Antigua and Barbuda,1995,female,0,Antigua and Barbuda1995,,"57,72,80,741",8636,Generation X,6099,15-24 years,0
Antigua and Barbuda,1995,female,0,Antigua and Barbuda1995,,"57,72,80,741",8636,Generation X,7333,25-34 years,0
Antigua and Barbuda,1995,female,0,Antigua and Barbuda1995,,"57,72,80,741",8636,Boomers,7851,35-54 years,0
Antigua and Barbuda,1995,female,0,Antigua and Barbuda1995,,"57,72,80,741",8636,Millenials,7885,5-14 years,0
Antigua and Barbuda,1995,female,0,Antigua and Barbuda1995,,"57,72,80,741",8636,Silent,3808,55-74 years,0
Antigua and Barbuda,1995,female,0,Antigua and Barbuda1995,,"57,72,80,741",8636,G.I. Generation,1488,75+ years,0
Antigua and Barbuda,1995,male,0,Antigua and Barbuda1995,,"57,72,80,741",8636,Generation X,5953,15-24 years,0
Antigua and Barbuda,1995,male,0,Antigua and Barbuda1995,,"57,72,80,741",8636,Generation X,7023,25-34 years,0
Antigua and Barbuda,1995,male,0,Antigua and Barbuda1995,,"57,72,80,741",8636,Boomers,7809,35-54 years,0
Antigua and Barbuda,1995,male,0,Antigua and Barbuda1995,,"57,72,80,741",8636,Millenials,7632,5-14 years,0
Antigua and Barbuda,1995,male,0,Antigua and Barbuda1995,,"57,72,80,741",8636,Silent,3021,55-74 years,0
Antigua and Barbuda,1995,male,0,Antigua and Barbuda1995,,"57,72,80,741",8636,G.I. Generation,944,75+ years,0
Antigua and Barbuda,1998,female,0,Antigua and Barbuda1998,,"72,78,60,593",10078,Generation X,6529,15-24 years,0
Antigua and Barbuda,1998,female,0,Antigua and Barbuda1998,,"72,78,60,593",10078,Generation X,8332,25-34 years,0
Antigua and Barbuda,1998,female,0,Antigua and Barbuda1998,,"72,78,60,593",10078,Boomers,9615,35-54 years,0
Antigua and Barbuda,1998,female,0,Antigua and Barbuda1998,,"72,78,60,593",10078,Millenials,8183,5-14 years,0
Antigua and Barbuda,1998,female,0,Antigua and Barbuda1998,,"72,78,60,593",10078,Silent,3921,55-74 years,0
Antigua and Barbuda,1998,female,0,Antigua and Barbuda1998,,"72,78,60,593",10078,G.I. Generation,1476,75+ years,0
Antigua and Barbuda,1998,male,0,Antigua and Barbuda1998,,"72,78,60,593",10078,Generation X,5916,15-24 years,0
Antigua and Barbuda,1998,male,0,Antigua and Barbuda1998,,"72,78,60,593",10078,Generation X,7294,25-34 years,0
Antigua and Barbuda,1998,male,0,Antigua and Barbuda1998,,"72,78,60,593",10078,Boomers,9086,35-54 years,0
Antigua and Barbuda,1998,male,0,Antigua and Barbuda1998,,"72,78,60,593",10078,Millenials,7706,5-14 years,0
Antigua and Barbuda,1998,male,0,Antigua and Barbuda1998,,"72,78,60,593",10078,Silent,3213,55-74 years,0
Antigua and Barbuda,1998,male,0,Antigua and Barbuda1998,,"72,78,60,593",10078,G.I. Generation,954,75+ years,0
Antigua and Barbuda,1999,female,0,Antigua and Barbuda1999,,"76,61,98,926",10378,Generation X,6589,15-24 years,0
Antigua and Barbuda,1999,female,0,Antigua and Barbuda1999,,"76,61,98,926",10378,Generation X,8526,25-34 years,0
Antigua and Barbuda,1999,female,0,Antigua and Barbuda1999,,"76,61,98,926",10378,Boomers,10311,35-54 years,0
Antigua and Barbuda,1999,female,0,Antigua and Barbuda1999,,"76,61,98,926",10378,Millenials,8314,5-14 years,0
Antigua and Barbuda,1999,female,0,Antigua and Barbuda1999,,"76,61,98,926",10378,Silent,3968,55-74 years,0
Antigua and Barbuda,1999,female,0,Antigua and Barbuda1999,,"76,61,98,926",10378,G.I. Generation,1451,75+ years,0
Antigua and Barbuda,1999,male,0,Antigua and Barbuda1999,,"76,61,98,926",10378,Generation X,5845,15-24 years,0
Antigua and Barbuda,1999,male,0,Antigua and Barbuda1999,,"76,61,98,926",10378,Generation X,7263,25-34 years,0
Antigua and Barbuda,1999,male,0,Antigua and Barbuda1999,,"76,61,98,926",10378,Boomers,9537,35-54 years,0
Antigua and Barbuda,1999,male,0,Antigua and Barbuda1999,,"76,61,98,926",10378,Millenials,7805,5-14 years,0
Antigua and Barbuda,1999,male,0,Antigua and Barbuda1999,,"76,61,98,926",10378,Silent,3276,55-74 years,0
Antigua and Barbuda,1999,male,0,Antigua and Barbuda1999,,"76,61,98,926",10378,G.I. Generation,947,75+ years,0
Antigua and Barbuda,2000,male,30,Antigua and Barbuda2000,,"83,01,58,778",11021,Silent,3333,55-74 years,1
Antigua and Barbuda,2000,male,9.97,Antigua and Barbuda2000,,"83,01,58,778",11021,Boomers,10033,35-54 years,1
Antigua and Barbuda,2000,female,0,Antigua and Barbuda2000,,"83,01,58,778",11021,Generation X,6616,15-24 years,0
Antigua and Barbuda,2000,female,0,Antigua and Barbuda2000,,"83,01,58,778",11021,Generation X,8595,25-34 years,0
Antigua and Barbuda,2000,female,0,Antigua and Barbuda2000,,"83,01,58,778",11021,Boomers,11040,35-54 years,0
Antigua and Barbuda,2000,female,0,Antigua and Barbuda2000,,"83,01,58,778",11021,Millenials,8439,5-14 years,0
Antigua and Barbuda,2000,female,0,Antigua and Barbuda2000,,"83,01,58,778",11021,Silent,3986,55-74 years,0
Antigua and Barbuda,2000,female,0,Antigua and Barbuda2000,,"83,01,58,778",11021,G.I. Generation,1413,75+ years,0
Antigua and Barbuda,2000,male,0,Antigua and Barbuda2000,,"83,01,58,778",11021,Generation X,5783,15-24 years,0
Antigua and Barbuda,2000,male,0,Antigua and Barbuda2000,,"83,01,58,778",11021,Generation X,7177,25-34 years,0
Antigua and Barbuda,2000,male,0,Antigua and Barbuda2000,,"83,01,58,778",11021,Millenials,7973,5-14 years,0
Antigua and Barbuda,2000,male,0,Antigua and Barbuda2000,,"83,01,58,778",11021,G.I. Generation,938,75+ years,0
Antigua and Barbuda,2001,male,19.45,Antigua and Barbuda2001,,"80,07,40,259",10468,Boomers,10281,35-54 years,2
Antigua and Barbuda,2001,female,0,Antigua and Barbuda2001,,"80,07,40,259",10468,Millenials,6902,15-24 years,0
Antigua and Barbuda,2001,female,0,Antigua and Barbuda2001,,"80,07,40,259",10468,Generation X,8425,25-34 years,0
Antigua and Barbuda,2001,female,0,Antigua and Barbuda2001,,"80,07,40,259",10468,Boomers,11402,35-54 years,0
Antigua and Barbuda,2001,female,0,Antigua and Barbuda2001,,"80,07,40,259",10468,Millenials,8428,5-14 years,0
Antigua and Barbuda,2001,female,0,Antigua and Barbuda2001,,"80,07,40,259",10468,Silent,4037,55-74 years,0
Antigua and Barbuda,2001,female,0,Antigua and Barbuda2001,,"80,07,40,259",10468,Silent,1487,75+ years,0
Antigua and Barbuda,2001,male,0,Antigua and Barbuda2001,,"80,07,40,259",10468,Millenials,6084,15-24 years,0
Antigua and Barbuda,2001,male,0,Antigua and Barbuda2001,,"80,07,40,259",10468,Generation X,7071,25-34 years,0
Antigua and Barbuda,2001,male,0,Antigua and Barbuda2001,,"80,07,40,259",10468,Millenials,7958,5-14 years,0
Antigua and Barbuda,2001,male,0,Antigua and Barbuda2001,,"80,07,40,259",10468,Silent,3442,55-74 years,0
Antigua and Barbuda,2001,male,0,Antigua and Barbuda2001,,"80,07,40,259",10468,Silent,980,75+ years,0
Antigua and Barbuda,2002,female,0,Antigua and Barbuda2002,,"81,46,15,333",10499,Millenials,7196,15-24 years,0
Antigua and Barbuda,2002,female,0,Antigua and Barbuda2002,,"81,46,15,333",10499,Generation X,8155,25-34 years,0
Antigua and Barbuda,2002,female,0,Antigua and Barbuda2002,,"81,46,15,333",10499,Boomers,11760,35-54 years,0
Antigua and Barbuda,2002,female,0,Antigua and Barbuda2002,,"81,46,15,333",10499,Millenials,8408,5-14 years,0
Antigua and Barbuda,2002,female,0,Antigua and Barbuda2002,,"81,46,15,333",10499,Silent,4050,55-74 years,0
Antigua and Barbuda,2002,female,0,Antigua and Barbuda2002,,"81,46,15,333",10499,Silent,1547,75+ years,0
Antigua and Barbuda,2002,male,0,Antigua and Barbuda2002,,"81,46,15,333",10499,Millenials,6416,15-24 years,0
Antigua and Barbuda,2002,male,0,Antigua and Barbuda2002,,"81,46,15,333",10499,Generation X,6921,25-34 years,0
Antigua and Barbuda,2002,male,0,Antigua and Barbuda2002,,"81,46,15,333",10499,Boomers,10604,35-54 years,0
Antigua and Barbuda,2002,male,0,Antigua and Barbuda2002,,"81,46,15,333",10499,Millenials,7980,5-14 years,0
Antigua and Barbuda,2002,male,0,Antigua and Barbuda2002,,"81,46,15,333",10499,Silent,3527,55-74 years,0
